	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.03727271780371666	119	0	7	male	Fp	29	.
1	1	0.012529902160167694	169	0	7	male	SP	28	a
2	2	0.011340147815644741	10104	0	7	male	SP	27	de
3	3	0.008667203597724438	117	0	7	male	Fc	26	,
4	4	0.007755669299513102	120	0	7	male	NC	25	/
5	5	0.007177696563303471	30776	0	7	male	AQ	24	demo
6	6	0.007138873916119337	10196	0	7	male	VSI	23	es
7	7	0.007130351848900318	27337	0	7	male	VMN	22	decir
8	8	0.006943500135093927	118	0	7	male	Fg	21	-
9	9	0.006377242971211672	10125	0	7	male	DA	20	el
10	10	0.0059036072343587875	10121	0	7	male	CS	19	que
11	11	0.0056552342139184475	10161	0	7	male	NC	18	##l
12	12	0.005076246336102486	131	0	7	male	Fd	17	:
13	13	0.004678377881646156	32724	0	7	male	AQ	16	contrario
14	14	0.004401046317070723	10119	0	7	male	DI	15	un
15	15	0.004331277683377266	193	0	7	male	CC	14	y
16	16	0.004303559195250273	10543	0	7	male	RG	13	más
17	17	0.0042285071685910225	10183	0	7	male	SP	12	por
18	18	0.003962647635489702	10164	0	7	male	SP	11	al
19	19	0.003953616600483656	10129	0	7	male	AQ	10	##r
20	20	0.0034530949778854847	141	0	7	male	NC	9	d
21	21	0.0034483284689486027	10812	0	7	male	NC	8	##co
22	22	0.0033581294119358063	10110	0	7	male	SP	7	en
23	23	0.0032332567498087883	10232	0	7	male	Fs	6	...
24	24	0.0030035909730941057	10410	0	7	male	NC	5	##p
25	25	0.002694864757359028	10133	0	7	male	NC	4	##o
26	26	0.002645213855430484	10406	0	7	male	DA	3	lo
27	27	0.002636786550283432	60024	0	7	male	AQ	2	cierto
28	28	0.0025439911987632513	22777	0	7	male	AQ	1	posible
0	0	0.013187012635171413	10104	1	7	male	SP	29	de
1	1	0.012938392348587513	119	1	7	male	Fp	28	.
2	2	0.011547021567821503	131	1	7	male	Fd	27	:
3	3	0.009885375387966633	27337	1	7	male	VMN	26	decir
4	4	0.008544809184968472	10125	1	7	male	DA	25	el
5	5	0.008218825794756413	169	1	7	male	SP	24	a
6	6	0.008191227912902832	49341	1	7	male	AQ	23	buen
7	7	0.007423968520015478	107	1	7	male	Fe	22	""""
8	8	0.006616143975406885	12028	1	7	male	RG	21	bien
9	9	0.006405713967978954	10232	1	7	male	Fs	20	...
10	10	0.005792474374175072	12600	1	7	male	AQ	19	popular
11	11	0.0055350856855511665	15402	1	7	male	AQ	18	alto
12	12	0.0049704513512551785	16205	1	7	male	AQ	17	simple
13	13	0.0049282824620604515	141	1	7	male	AQ	16	d
14	14	0.004888463299721479	10196	1	7	male	VSI	15	es
15	15	0.004580013919621706	117	1	7	male	Fc	14	,
16	16	0.004376010037958622	10812	1	7	male	AQ	13	##co
17	17	0.004201082047075033	48151	1	7	male	NC	12	salud
18	18	0.004149368964135647	193	1	7	male	CC	11	y
19	19	0.004034087061882019	10192	1	7	male	RN	10	no
20	20	0.004032796248793602	10133	1	7	male	AQ	9	##o
21	21	0.003866709303110838	118	1	7	male	Fg	8	-
22	22	0.0036950167268514633	53625	1	7	male	AQ	7	##pec
23	23	0.0036555295810103416	14445	1	7	male	PI	6	poco
24	24	0.0035688853822648525	184	1	7	male	NC	5	p
25	25	0.0035007114056497812	21161	1	7	male	AQ	4	vocal
26	26	0.0034959656186401844	10110	1	7	male	SP	3	en
27	27	0.0034340443089604378	10237	1	7	male	AQ	2	##h
28	28	0.0032426698599010706	10119	1	7	male	DI	1	un
0	0	0.018089203163981438	10104	2	7	male	SP	29	de
1	1	0.014647819101810455	12462	2	7	male	AQ	28	italiano
2	2	0.013482593931257725	12142	2	7	male	AQ	27	social
3	3	0.012846189551055431	119	2	7	male	Fp	26	.
4	4	0.00792638212442398	22778	2	7	male	AQ	25	romano
5	5	0.007381404284387827	21299	2	7	male	AQ	24	alemán
6	6	0.0070183612406253815	169	2	7	male	SP	23	a
7	7	0.006845658179372549	15161	2	7	male	AQ	22	español
8	8	0.006813385058194399	156	2	7	male	AQ	21	s
9	9	0.0062920525670051575	176	2	7	male	NC	20	h
10	10	0.006199349649250507	12580	2	7	male	AQ	19	inglés
11	11	0.005359934642910957	42459	2	7	male	AQ	18	sacerdote
12	12	0.00535923708230257	193	2	7	male	CC	17	y
13	13	0.0052416278049349785	172	2	7	male	AQ	16	d
14	14	0.0052088480442762375	10196	2	7	male	VSI	15	es
15	15	0.0051402621902525425	171	2	7	male	AQ	14	c
16	16	0.005023197736591101	45855	2	7	male	AQ	13	psoe
17	17	0.004879364278167486	184	2	7	male	NC	12	p
18	18	0.004856212995946407	13703	2	7	male	NC	11	padre
19	19	0.004843089729547501	37732	2	7	male	AQ	10	religioso
20	20	0.004716472700238228	82788	2	7	male	AQ	9	polaco
21	21	0.004646451212465763	11612	2	7	male	NC	8	dr
22	22	0.004494176246225834	40005	2	7	male	AQ	7	latín
23	23	0.004483324475586414	84988	2	7	male	AQ	6	pobre
24	24	0.004370387643575668	155	2	7	male	AQ	5	r
25	25	0.0041968622244894505	117	2	7	male	Fc	4	,
26	26	0.0041961101815104485	10192	2	7	male	RN	3	no
27	27	0.0038450132124125957	26064	2	7	male	NC	2	sr
28	28	0.0036813884507864714	83245	2	7	male	AQ	1	católico
0	0	0.014017442241311073	11612	3	7	male	AQ	29	dr
1	1	0.013089582324028015	156	3	7	male	AQ	28	s
2	2	0.011786816641688347	119	3	7	male	Fp	27	.
3	3	0.011730281636118889	169	3	7	male	SP	26	a
4	4	0.009966898709535599	140	3	7	male	NC	25	c
5	5	0.009955251589417458	10104	3	7	male	SP	24	de
6	6	0.008303183130919933	171	3	7	male	AQ	23	c
7	7	0.00813600979745388	184	3	7	male	NC	22	p
8	8	0.006952311843633652	155	3	7	male	AQ	21	r
9	9	0.006567406468093395	141	3	7	male	AQ	20	d
10	10	0.006505760829895735	148	3	7	male	AQ	19	k
11	11	0.005944897886365652	151	3	7	male	AQ	18	n
12	12	0.0055313995108008385	138	3	7	male	AQ	17	a
13	13	0.005377689842134714	182	3	7	male	AQ	16	n
14	14	0.004870239179581404	12142	3	7	male	AQ	15	social
15	15	0.004716687370091677	10164	3	7	male	AQ	14	al
16	16	0.0045859296806156635	176	3	7	male	AQ	13	h
17	17	0.004295204766094685	10883	3	7	male	AQ	12	al
18	18	0.0041282400488853455	147	3	7	male	AQ	11	j
19	19	0.004055344499647617	10192	3	7	male	RN	10	no
20	20	0.0037902609910815954	193	3	7	male	CC	9	y
21	21	0.0037588593550026417	187	3	7	male	NC	8	s
22	22	0.0037288465537130833	14066	3	7	male	NC	7	actor
23	23	0.003675877582281828	10196	3	7	male	VSI	6	es
24	24	0.0036147788632661104	172	3	7	male	AQ	5	d
25	25	0.003554845927283168	153	3	7	male	AQ	4	p
26	26	0.0035072260070592165	30595	3	7	male	NC	3	futbolista
27	27	0.003436925821006298	26230	3	7	male	AQ	2	prof
28	28	0.00335486582480371	117	3	7	male	Fc	1	,
0	0	0.011999941430985928	84988	4	7	male	AQ	29	pobre
1	1	0.008333380334079266	10104	4	7	male	SP	28	de
2	2	0.008017722517251968	32777	4	7	male	AQ	27	noble
3	3	0.007480166852474213	119	4	7	male	Fp	26	.
4	4	0.007456427905708551	17786	4	7	male	AQ	25	libre
5	5	0.007112083490937948	12028	4	7	male	RG	24	bien
6	6	0.0066563584841787815	27337	4	7	male	VMN	23	decir
7	7	0.006181445438414812	10133	4	7	male	NC	22	##o
8	8	0.0058441199362277985	34488	4	7	male	AQ	21	blanco
9	9	0.005384225398302078	15402	4	7	male	AQ	20	alto
10	10	0.004684136714786291	10543	4	7	male	RG	19	más
11	11	0.0044418866746127605	13703	4	7	male	NC	18	padre
12	12	0.004225564654916525	22453	4	7	male	AQ	17	mudo
13	13	0.003961368929594755	32724	4	7	male	AQ	16	contrario
14	14	0.0037956838496029377	87069	4	7	male	AQ	15	rico
15	15	0.0036040341947227716	169	4	7	male	NC	14	a
16	16	0.003569412976503372	117	4	7	male	Fc	13	,
17	17	0.0034492381382733583	10125	4	7	male	DA	12	el
