	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.022690720856189728	117	0	15	male	NC	29	»
1	1	0.008969156071543694	7378	0	15	male	VMN	28	decir
2	2	0.006937098689377308	8487	0	15	male	AQ	27	demo
3	3	0.006607489660382271	546	0	15	male	RG	26	más
4	4	0.006227992475032806	9104	0	15	male	AQ	25	contrario
5	5	0.006170845124870539	107	0	15	male	Faa	24	¡
6	6	0.00529197882860899	100	0	15	male	NC	23	x
7	7	0.004944837186485529	220	0	15	male	DI	22	un
8	8	0.004081375896930695	16647	0	15	male	AQ	21	cierto
9	9	0.00403926195576787	119	0	15	male	Fia	20	¿
10	10	0.0038367188535630703	294	0	15	male	VSI	19	es
11	11	0.0035919982474297285	12847	0	15	male	AQ	18	libres
12	12	0.003438694402575493	16947	0	15	male	AQ	17	ciudadanos
13	13	0.0032871996518224478	549	0	15	male	DD	16	este
14	14	0.003238987410441041	5841	0	15	male	AQ	15	posible
15	15	0.003173036500811577	28	0	15	male	NC	14	/
16	16	0.0031049472745507956	12349	0	15	male	AQ	13	uu
17	17	0.0030351539608091116	263	0	15	male	SP	12	al
18	18	0.0029781765770167112	11119	0	15	male	NC	11	res
19	19	0.0029100722167640924	2541	0	15	male	PP	10	él
20	20	0.002907796064391732	282	0	15	male	SP	9	por
21	21	0.0028768449556082487	225	0	15	male	DA	8	el
22	22	0.0028480507899075747	1408	0	15	male	RG	7	bien
23	23	0.002571562072262168	3211	0	15	male	AQ	6	dir
24	24	0.002518989611417055	710	0	15	male	NC	5	##co
25	25	0.002516289707273245	1999	0	15	male	RG	4	así
26	26	0.0025143239181488752	3997	0	15	male	AQ	3	libre
27	27	0.0022508783731609583	49	0	15	male	NC	2	d
28	28	0.00225001759827137	25897	0	15	male	NC	1	##lativo
0	0	0.040075771510601044	117	1	15	male	AQ	29	»
1	1	0.012462962418794632	13900	1	15	male	AQ	28	buen
2	2	0.011440878733992577	7378	1	15	male	VMN	27	decir
3	3	0.009346245788037777	107	1	15	male	Faa	26	¡
4	4	0.007427811156958342	1408	1	15	male	RG	25	bien
5	5	0.006772196386009455	13571	1	15	male	NC	24	salud
6	6	0.006448718719184399	3003	1	15	male	AQ	23	alto
7	7	0.005204092711210251	1696	1	15	male	AQ	22	popular
8	8	0.005140494089573622	3341	1	15	male	AQ	21	simple
9	9	0.004959996789693832	15029	1	15	male	AQ	20	##pec
10	10	0.004959724843502045	549	1	15	male	DD	19	este
11	11	0.00435471860691905	5264	1	15	male	AQ	18	vocal
12	12	0.004179776180535555	546	1	15	male	RG	17	más
13	13	0.003910258412361145	2578	1	15	male	PI	16	poco
14	14	0.0035465925466269255	225	1	15	male	DA	15	el
15	15	0.0035183937288820744	21599	1	15	male	AQ	14	excelente
16	16	0.003435274586081505	23293	1	15	male	AQ	13	loco
