	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.03083379939198494	2858	0	6	male	NC	29	amor
1	1	0.023775305598974228	1379	0	6	male	NC	28	pa
2	2	0.013649259693920612	275	0	6	male		27	
3	3	0.012986114248633385	3170	0	6	male	AQ	26	interior
4	4	0.010051288641989231	461	0	6	male	NC	25	d
5	5	0.009585739113390446	2192	0	6	male	NC	24	familia
6	6	0.008624915033578873	379	0	6	male	NC	23	c
7	7	0.0085762282833457	9232	0	6	male	NC	22	amistad
8	8	0.00827364344149828	320	0	6	male	SP	21	a
9	9	0.008174383081495762	11505	0	6	male	NC	20	emoción
10	10	0.007946128956973553	3534	0	6	male	NC	19	padre
11	11	0.00724829314276576	395	0	6	male	NC	18	p
12	12	0.007144743576645851	920	0	6	male	NC	17	día
13	13	0.006568902637809515	737	0	6	male	DP	16	mi
14	14	0.006330085452646017	1021	0	6	male	AQ	15	mayor
15	15	0.005845178384333849	3069	0	6	male	AQ	14	alto
16	16	0.005651181563735008	400	0	6	male	NC	13	a
17	17	0.005518671590834856	1123	0	6	male	NC	12	trabajo
18	18	0.005437259562313557	3838	0	6	male	AQ	11	grande
19	19	0.0053622000850737095	8562	0	6	male	NC	10	felicidad
20	20	0.005041627213358879	3169	0	6	male	NC	9	arte
21	21	0.004591644741594791	4035	0	6	male	NC	8	pareja
22	22	0.004568233620375395	7744	0	6	male	NC	7	ma
23	23	0.004402891267091036	665	0	6	male	PI	6	todo
24	24	0.004290738143026829	463	0	6	male	AQ	5	g
25	25	0.004195822402834892	3589	0	6	male	AQ	4	fuerte
26	26	0.0040300991386175156	584	0	6	male	AQ	3	h
27	27	0.003987708128988743	961	0	6	male	RG	2	bien
28	28	0.003715931437909603	2758	0	6	male	AQ	1	cierto
0	0	0.029010841622948647	1021	1	6	male	AQ	29	mayor
1	1	0.022697674110531807	395	1	6	male	NC	28	p
2	2	0.02198457531630993	316	1	6	male	NC	27	p
3	3	0.02171916514635086	3334	1	6	male	AQ	26	difícil
4	4	0.014663220383226871	2858	1	6	male	NC	25	amor
5	5	0.014104493893682957	5639	1	6	male	AQ	24	imposible
6	6	0.012918347492814064	716	1	6	male	Z	23	3
7	7	0.012653994373977184	480	1	6	male	Z	22	2
8	8	0.011532146483659744	320	1	6	male	SP	21	a
9	9	0.011022199876606464	275	1	6	male		20	
10	10	0.010193946771323681	481	1	6	male	Z	19	1
11	11	0.010116546414792538	461	1	6	male	AQ	18	d
12	12	0.00904643815010786	1205	1	6	male	NC	17	mujer
13	13	0.00873485766351223	3534	1	6	male	NC	16	padre
14	14	0.00811685062944889	1033	1	6	male	AQ	15	español
15	15	0.007620771881192923	344	1	6	male	DA	14	el
16	16	0.007258543744683266	311	1	6	male	AQ	13	d
17	17	0.006992999464273453	3838	1	6	male	AQ	12	grande
18	18	0.006747303530573845	3069	1	6	male	AQ	11	alto
19	19	0.006511731073260307	379	1	6	male	NC	10	c
20	20	0.006429584696888924	1175	1	6	male	AQ	9	k
21	21	0.00610205577686429	972	1	6	male	Z	8	5
22	22	0.005763178691267967	4035	1	6	male	NC	7	pareja
23	23	0.005759222898632288	6002	1	6	male	AQ	6	duro
24	24	0.005443744361400604	840	1	6	male	AQ	5	mejor
25	25	0.005354851018637419	922	1	6	male	Z	4	4
26	26	0.005254003684967756	665	1	6	male	PI	3	todo
27	27	0.005071882624179125	463	1	6	male	AQ	2	g
28	28	0.005018763244152069	2165	1	6	male	NC	1	hombre
0	0	0.027223223820328712	1021	2	6	male	AQ	29	mayor
1	1	0.02042132243514061	2858	2	6	male	NC	28	amor
2	2	0.017936434596776962	461	2	6	male	NC	27	d
3	3	0.014676867052912712	395	2	6	male	AQ	26	p
4	4	0.014437422156333923	1205	2	6	male	NC	25	mujer
5	5	0.010660767555236816	3534	2	6	male	NC	24	padre
6	6	0.009091963060200214	1033	2	6	male	AQ	23	español
7	7	0.009019694291055202	275	2	6	male		22	
8	8	0.008959749713540077	316	2	6	male	NC	21	p
9	9	0.008199815638363361	3334	2	6	male	AQ	20	difícil
10	10	0.0076821791008114815	2192	2	6	male	NC	19	familia
11	11	0.007630425039678812	2165	2	6	male	NC	18	hombre
12	12	0.0068643344566226006	379	2	6	male	NC	17	c
13	13	0.006785708479583263	320	2	6	male	SP	16	a
14	14	0.006580045912414789	584	2	6	male	AQ	15	h
15	15	0.006522068753838539	311	2	6	male	AQ	14	d
16	16	0.006006348878145218	4245	2	6	male	NC	13	niño
17	17	0.0057655940763652325	5639	2	6	male	AQ	12	imposible
18	18	0.00560866529121995	3169	2	6	male	NC	11	arte
19	19	0.005154109094291925	1175	2	6	male	AQ	10	k
20	20	0.0050777653232216835	344	2	6	male	DA	9	el
21	21	0.005049832630902529	1379	2	6	male	NC	8	pa
22	22	0.005034483969211578	1290	2	6	male	RG	7	hoy
23	23	0.004861418157815933	22800	2	6	male	NC	6	paternidad
24	24	0.004769900348037481	463	2	6	male	AQ	5	g
25	25	0.004744277335703373	2040	2	6	male	AQ	4	derecho
