	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.010522137396037579	2955	0	9	male	AQ	29	difícil
1	1	0.01028813049197197	5995	0	9	male	AQ	28	increíble
2	2	0.009371774271130562	12586	0	9	male	AQ	27	creativo
3	3	0.007764137350022793	8553	0	9	male	AQ	26	hermoso
4	4	0.007315637543797493	2014	0	9	male	AQ	25	fácil
5	5	0.0071604629047214985	2843	0	9	male	AQ	24	fuerte
6	6	0.007057101931422949	8297	0	9	male	AQ	23	divertido
7	7	0.006421713624149561	3975	0	9	male	AQ	22	rápido
8	8	0.0060593257658183575	3038	0	9	male	NC	21	arte
9	9	0.005843037739396095	26528	0	9	male	AQ	20	dramático
10	10	0.004846342373639345	2478	0	9	male	NC	19	música
11	11	0.004806592129170895	353	0	9	male	DI	18	una
12	12	0.004409296438097954	9548	0	9	male	AQ	17	femenino
13	13	0.0042500002309679985	419	0	9	male	RG	16	más
14	14	0.0039061575662344694	302	0	9	male	DI	15	un
15	15	0.003678989363834262	1126	0	9	male	AQ	14	nuevo
16	16	0.0036001151893287897	10774	0	9	male	NC	13	desafío
17	17	0.0034896456636488438	1536	0	9	male	RG	12	aquí
18	18	0.0034239585511386395	12891	0	9	male	AQ	11	fantástico
19	19	0.003290046937763691	1834	0	9	male	NC	10	amor
20	20	0.003287362400442362	2521	0	9	male	AQ	9	alto
21	21	0.003249909495934844	404	0	9	male	Z	8	1
22	22	0.0031917437445372343	3641	0	9	male	AQ	7	negro
23	23	0.0031288459431380033	1197	0	9	male	PD	6	esto
24	24	0.002987435320392251	11889	0	9	male	AQ	5	peligroso
25	25	0.002950426423922181	5382	0	9	male	AQ	4	duro
26	26	0.002921493723988533	3690	0	9	male	AQ	3	diferente
27	27	0.0028396036941558123	1397	0	9	male	NC	2	historia
28	28	0.00281916675157845	12133	0	9	male	AQ	1	artístico
0	0	0.053956471383571625	2619	1	9	male	AQ	29	grande
1	1	0.0325099378824234	6131	1	9	male	NC	28	chico
2	2	0.02736634947359562	12931	1	9	male	AQ	27	masculino
3	3	0.025081992149353027	2843	1	9	male	AQ	26	fuerte
4	4	0.02306539937853813	7353	1	9	male	AQ	25	serio
5	5	0.02247224934399128	10582	1	9	male	AQ	24	chino
6	6	0.022154295817017555	1126	1	9	male	AQ	23	nuevo
7	7	0.017236843705177307	3690	1	9	male	AQ	22	diferente
8	8	0.013621686957776546	2562	1	9	male	AQ	21	bueno
9	9	0.011603133752942085	2341	1	9	male	AQ	20	español
10	10	0.010883142240345478	614	1	9	male	RG	19	muy
11	11	0.010747715830802917	11841	1	9	male	AQ	18	lindo
12	12	0.010436343960464	24248	1	9	male	AQ	17	guapo
13	13	0.010099944658577442	9548	1	9	male	AQ	16	femenino
14	14	0.009644992649555206	2655	1	9	male	AQ	15	joven
15	15	0.009342418052256107	3991	1	9	male	AQ	14	normal
16	16	0.008927563205361366	3367	1	9	male	NC	13	niño
17	17	0.008553950116038322	3641	1	9	male	AQ	12	negro
18	18	0.00826859287917614	17982	1	9	male	AQ	11	asiático
19	19	0.008089153096079826	1778	1	9	male	NC	10	hombre
20	20	0.007913336157798767	2521	1	9	male	AQ	9	alto
21	21	0.007371540181338787	5382	1	9	male	AQ	8	duro
22	22	0.007366957608610392	302	1	9	male	DI	7	un
23	23	0.007279811426997185	36416	1	9	male	AQ	6	coreano
24	24	0.006804750766605139	4120	1	9	male	AQ	5	perfecto
25	25	0.0058621750213205814	2336	1	9	male	AQ	4	libre
26	26	0.005798781756311655	7883	1	9	male	AQ	3	rico
27	27	0.005670841783285141	3975	1	9	male	AQ	2	rápido
28	28	0.005272539798170328	263	1	9	male	SP	1	de
0	0	0.026801589876413345	5382	2	9	male	AQ	29	duro
1	1	0.01883656717836857	12931	2	9	male	AQ	28	masculino
2	2	0.018591318279504776	3367	2	9	male	NC	27	niño
3	3	0.013352872803807259	2336	2	9	male	AQ	26	libre
4	4	0.013216325081884861	12328	2	9	male	AQ	25	sano
5	5	0.012380684725940228	2843	2	9	male	AQ	24	fuerte
6	6	0.012295073829591274	9548	2	9	male	AQ	23	femenino
7	7	0.012013191357254982	2988	2	9	male	NC	22	padre
8	8	0.011209983378648758	2619	2	9	male	AQ	21	grande
9	9	0.009009966626763344	3561	2	9	male	AQ	20	humano
10	10	0.008737507276237011	20044	2	9	male	AQ	19	violento
11	11	0.008699999190866947	3690	2	9	male	AQ	18	diferente
12	12	0.008583508431911469	4721	2	9	male	AQ	17	sexual
13	13	0.007968378253281116	614	2	9	male	RG	16	muy
14	14	0.007234683260321617	2987	2	9	male	NC	15	hijo
15	15	0.005642343312501907	2583	2	9	male	AQ	14	gratis
16	16	0.005525287706404924	4120	2	9	male	AQ	13	perfecto
17	17	0.0054342541843652725	2587	2	9	male	AQ	12	familiar
18	18	0.005077661015093327	1064	2	9	male	NC	11	mujer
19	19	0.004946807865053415	2955	2	9	male	AQ	10	difícil
20	20	0.004819386638700962	16900	2	9	male	AQ	9	psicológico
21	21	0.004593636840581894	2227	2	9	male	AQ	8	necesario
22	22	0.00451064296066761	1767	2	9	male	NC	7	familia
23	23	0.004475233610719442	2889	2	9	male	AQ	6	pequeño
24	24	0.004458468407392502	2341	2	9	male	AQ	5	español
25	25	0.004401414655148983	18176	2	9	male	AQ	4	horrible
26	26	0.0042688846588134766	7353	2	9	male	AQ	3	serio
27	27	0.004215952940285206	8518	2	9	male	AQ	2	gay
28	28	0.004119582939893007	9060	2	9	male	AQ	1	débil
0	0	0.02930828183889389	2619	3	9	male	AQ	29	grande
1	1	0.014367901720106602	2843	3	9	male	AQ	28	fuerte
2	2	0.011491240933537483	7353	3	9	male	AQ	27	serio
3	3	0.010483648627996445	18176	3	9	male	AQ	26	horrible
4	4	0.009922966361045837	203	3	9	male		25	
5	5	0.008216626942157745	18	3	9	male	Fp	24	.
6	6	0.0081175547093153	65	3	9	male	AQ	23	]
7	7	0.007853329181671143	5382	3	9	male	AQ	22	duro
8	8	0.006967191584408283	614	3	9	male	RG	21	muy
9	9	0.0069388775154948235	263	3	9	male	SP	20	de
10	10	0.006875659804791212	3690	3	9	male	AQ	19	diferente
11	11	0.0063138604164123535	359	3	9	male	RN	18	no
12	12	0.005926030687987804	4721	3	9	male	AQ	17	sexual
13	13	0.00564840342849493	2336	3	9	male	AQ	16	libre
14	14	0.005635551642626524	12931	3	9	male	AQ	15	masculino
