	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.01080410461872816	404	0	8	male	Z	29	1
1	1	0.007371976505964994	791	0	8	male	Z	28	5
2	2	0.006337836384773254	625	0	8	male	Z	27	3
3	3	0.005922249983996153	413	0	8	male	Z	26	2
4	4	0.005819995887577534	1636	0	8	male	Z	25	0
5	5	0.005647378973662853	3600	0	8	male	AQ	24	blanco
6	6	0.005620959214866161	1925	0	8	male	AQ	23	nacional
7	7	0.005268345586955547	293	0	8	male	CS	22	que
8	8	0.00522900465875864	3641	0	8	male	AQ	21	negro
9	9	0.005066240672022104	753	0	8	male	Z	20	4
10	10	0.005064784083515406	1167	0	8	male	Z	19	10
11	11	0.004322227090597153	2341	0	8	male	AQ	18	español
12	12	0.004026974085718393	1118	0	8	male	Z	17	8
13	13	0.0039259507320821285	18	0	8	male	Fp	16	.
14	14	0.003913240972906351	419	0	8	male	RG	15	más
15	15	0.0035867802798748016	4763	0	8	male	VMN	14	descargar
16	16	0.0032784403301775455	945	0	8	male	Z	13	6
17	17	0.0032309205271303654	1578	0	8	male	AQ	12	general
18	18	0.0031306645832955837	5586	0	8	male	NC	11	www
19	19	0.0029807810205966234	2581	0	8	male	NC	10	octubre
20	20	0.0028923775535076857	2601	0	8	male	NC	9	diciembre
21	21	0.0028720456175506115	849	0	8	male	NC	8	año
22	22	0.002867524279281497	1392	0	8	male	NC	7	españa
23	23	0.0028410633094608784	1097	0	8	male	NC	6	7
24	24	0.002818638226017356	1403	0	8	male	AQ	5	total
25	25	0.0027162565384060144	271	0	8	male	SP	4	a
26	26	0.002668854547664523	1184	0	8	male	Z	3	9
27	27	0.002643849700689316	2599	0	8	male	NC	2	noviembre
28	28	0.0026286281645298004	1410	0	8	male	Z	1	20
0	0	0.011307689361274242	18	1	8	male	Fp	29	.
1	1	0.0077630686573684216	295	1	8	male	DA	28	el
2	2	0.005407141055911779	3367	1	8	male	NC	27	niño
3	3	0.0053776768036186695	1298	1	8	male	PP	26	él
4	4	0.005269331857562065	293	1	8	male	CS	25	que
5	5	0.0042343745008111	3641	1	8	male	AQ	24	negro
6	6	0.0038440146017819643	302	1	8	male	DI	23	un
7	7	0.0034539939370006323	1130	1	8	male	PP	22	yo
8	8	0.0033970302902162075	3600	1	8	male	AQ	21	blanco
9	9	0.00315068825148046	30	1	8	male	Fd	20	:
10	10	0.002768118167296052	263	1	8	male	SP	19	de
11	11	0.002729895059019327	404	1	8	male	Z	18	1
12	12	0.002725085476413369	5036	1	8	male	AQ	17	feliz
13	13	0.002658796263858676	714	1	8	male	CS	16	cuando
14	14	0.002638554433360696	2655	1	8	male	AQ	15	joven
15	15	0.0025334665551781654	6131	1	8	male	NC	14	chico
16	16	0.002351216971874237	2988	1	8	male	NC	13	padre
17	17	0.002349578309804201	283	1	8	male	DA	12	la
18	18	0.0023062636610120535	572	1	8	male	Fs	11	...
19	19	0.002236791420727968	203	1	8	male		10	
20	20	0.00210473476909101	7085	1	8	male	NC	9	víctima
21	21	0.002101502614095807	2336	1	8	male	AQ	8	libre
22	22	0.001994894351810217	8140	1	8	male	AQ	7	científico
23	23	0.0019704257138073444	15817	1	8	male	VMP	6	asesinado
24	24	0.0018673752201721072	642	1	8	male	DP	5	mi
25	25	0.0018048788188025355	625	1	8	male	Z	4	3
26	26	0.00179483147803694	1014	1	8	male	PR	3	quien
27	27	0.0017683579353615642	266	1	8	male	NC	2	p
28	28	0.0017628696514293551	353	1	8	male	DI	1	una
0	0	0.014642005786299706	18	2	8	male	Fp	29	.
1	1	0.006815554574131966	293	2	8	male	CS	28	que
2	2	0.0051642172038555145	303	2	8	male	NC	27	h
3	3	0.003700164146721363	2336	2	8	male	AQ	26	libre
4	4	0.0036691974382847548	3641	2	8	male	AQ	25	negro
5	5	0.0036360647063702345	751	2	8	male	AQ	24	mejor
6	6	0.003322697477415204	1130	2	8	male	PP	23	yo
7	7	0.002900252351537347	404	2	8	male	Z	22	1
8	8	0.0024967151693999767	359	2	8	male	RN	21	no
9	9	0.002398376353085041	497	2	8	male	AQ	20	h
10	10	0.0023703044280409813	1287	2	8	male	AQ	19	k
11	11	0.0023474900517612696	997	2	8	male	RG	18	siempre
12	12	0.0022979003842920065	2679	2	8	male	AQ	17	internacional
13	13	0.0022699630353599787	1014	2	8	male	PR	16	quien
14	14	0.0022558309137821198	2246	2	8	male	PP	15	usted
15	15	0.0022438669111579657	1925	2	8	male	AQ	14	nacional
16	16	0.002203908748924732	1262	2	8	male	PI	13	nada
17	17	0.0021940628066658974	999	2	8	male	NC	12	trabajo
18	18	0.0021740030497312546	280	2	8	male	AQ	11	m
19	19	0.002084361622110009	1818	2	8	male	NC	10	madrid
20	20	0.002063963795080781	413	2	8	male	Z	9	2
21	21	0.0019863753113895655	2562	2	8	male	AQ	8	bueno
22	22	0.0019492926076054573	1126	2	8	male	AQ	7	nuevo
23	23	0.0019341404549777508	2912	2	8	male	NC	6	barcelona
24	24	0.0019281256245449185	295	2	8	male	DA	5	el
25	25	0.0019138582283630967	302	2	8	male	DI	4	un
26	26	0.0018836959498003125	367	2	8	male	CS	3	si
27	27	0.0018440603744238615	714	2	8	male	CS	2	cuando
28	28	0.0018352381885051727	3600	2	8	male	AQ	1	blanco
0	0	0.01685079000890255	1130	3	8	male	PP	29	yo
1	1	0.014256550930440426	293	3	8	male	CS	28	que
2	2	0.01365630142390728	1014	3	8	male	PR	27	quien
3	3	0.010068814270198345	2619	3	8	male	AQ	26	grande
4	4	0.00808264221996069	2562	3	8	male	AQ	25	bueno
5	5	0.0070686256512999535	5036	3	8	male	AQ	24	feliz
6	6	0.007015858311206102	714	3	8	male	CS	23	cuando
7	7	0.0065152086317539215	2443	3	8	male	AQ	22	cierto
8	8	0.00563014717772603	3641	3	8	male	AQ	21	negro
9	9	0.004627605434507132	295	3	8	male	DA	20	el
10	10	0.00450543686747551	2246	3	8	male	PP	19	usted
11	11	0.003998388536274433	4120	3	8	male	AQ	18	perfecto
12	12	0.003933582920581102	3690	3	8	male	AQ	17	diferente
13	13	0.0038758497685194016	6933	3	8	male	AQ	16	malo
14	14	0.0038384636864066124	1962	3	8	male	NC	15	verdad
15	15	0.003493063384667039	1535	3	8	male	AQ	14	posible
16	16	0.0033775712363421917	2227	3	8	male	AQ	13	necesario
17	17	0.003368220292031765	3600	3	8	male	AQ	12	blanco
18	18	0.0033067543990910053	1216	3	8	male	VMN	11	decir
19	19	0.003248200286179781	1126	3	8	male	AQ	10	nuevo
20	20	0.0029825870878994465	302	3	8	male	DI	9	un
21	21	0.00295423436909914	1260	3	8	male	AQ	8	especial
22	22	0.0029464378021657467	1974	3	8	male	AQ	7	largo
23	23	0.0029391928110271692	642	3	8	male	DP	6	mi
24	24	0.002927756402641535	2336	3	8	male	AQ	5	libre
25	25	0.0029090780299156904	4835	3	8	male	AQ	4	pobre
26	26	0.0028491001576185226	367	3	8	male	CS	3	si
27	27	0.00270603084936738	1022	3	8	male	PD	2	eso
28	28	0.002697835210710764	353	3	8	male	DI	1	una
0	0	0.01493983343243599	293	4	8	male	CS	29	que
1	1	0.01381873432546854	18	4	8	male	Fp	28	.
2	2	0.004519411828368902	359	4	8	male	RN	27	no
3	3	0.0038814370054751635	1767	4	8	male	NC	26	familia
4	4	0.0038441698998212814	404	4	8	male	Z	25	1
5	5	0.003359223948791623	301	4	8	male	NC	24	n
6	6	0.0029580870177596807	295	4	8	male	DA	23	el
7	7	0.0028014511335641146	1397	4	8	male	NC	22	historia
8	8	0.0027745612896978855	1014	4	8	male	PR	21	quien
9	9	0.0025891736149787903	1130	4	8	male	PP	20	yo
10	10	0.002425294602289796	302	4	8	male	DI	19	un
11	11	0.0024231469724327326	1064	4	8	male	NC	18	mujer
12	12	0.0024088281206786633	714	4	8	male	CS	17	cuando
13	13	0.002288482617586851	1287	4	8	male	NC	16	k
14	14	0.002240329748019576	642	4	8	male	DP	15	mi
15	15	0.0022309243213385344	3367	4	8	male	NC	14	niño
16	16	0.002216682070866227	997	4	8	male	RG	13	siempre
17	17	0.002209224971011281	280	4	8	male	NC	12	m
18	18	0.0021903011947870255	625	4	8	male	Z	11	3
19	19	0.0021851893980056047	413	4	8	male	Z	10	2
20	20	0.00214554974809289	2336	4	8	male	AQ	9	libre
21	21	0.002107370411977172	266	4	8	male	NC	8	p
22	22	0.002051448216661811	267	4	8	male	AQ	7	c
23	23	0.0018725262489169836	864	4	8	male	NC	6	vida
24	24	0.001861005905084312	820	4	8	male	NC	5	tiempo
25	25	0.0018450465286150575	285	4	8	male	SP	4	en
26	26	0.001832805573940277	353	4	8	male	DI	3	una
27	27	0.0017906533321365714	263	4	8	male	SP	2	de
28	28	0.0017801427748054266	2738	4	8	male	NC	1	madre
0	0	0.04231765866279602	293	5	8	male	CS	29	que
1	1	0.015712521970272064	714	5	8	male	CS	28	cuando
2	2	0.010023469105362892	1014	5	8	male	PR	27	quien
3	3	0.00989189837127924	5669	5	8	male	AQ	26	útil
4	4	0.009563932195305824	2246	5	8	male	PP	25	usted
5	5	0.0076153953559696674	2227	5	8	male	AQ	24	necesario
6	6	0.006293588783591986	808	5	8	male	CS	23	porque
7	7	0.006186450831592083	2619	5	8	male	AQ	22	grande
8	8	0.006113973446190357	1202	5	8	male	PT	21	qué
9	9	0.006070673931390047	8359	5	8	male	AQ	20	brillante
10	10	0.004564135335385799	622	5	8	male	PI	19	todo
11	11	0.004442643839865923	367	5	8	male	CS	18	si
12	12	0.003986914176493883	4075	5	8	male	PT	17	quién
13	13	0.003928083460777998	805	5	8	male	RG	16	así
14	14	0.003879416501149535	1413	5	8	male	PP	15	ella
15	15	0.0038698201533406973	1022	5	8	male	PD	14	eso
16	16	0.003792818635702133	1298	5	8	male	PP	13	él
17	17	0.0037793039809912443	1535	5	8	male	AQ	12	posible
18	18	0.0037195191252976656	5036	5	8	male	AQ	11	feliz
19	19	0.003707881085574627	2562	5	8	male	AQ	10	bueno
20	20	0.003690647194162011	1197	5	8	male	PD	9	esto
21	21	0.0035269625950604677	1260	5	8	male	AQ	8	especial
22	22	0.003498601261526346	22728	5	8	male	NC	7	enfermera
23	23	0.003490441245958209	353	5	8	male	DI	6	una
24	24	0.003386726835742593	295	5	8	male	DA	5	el
25	25	0.0033834597561508417	997	5	8	male	RG	4	siempre
26	26	0.0032901049125939608	405	5	8	male	CS	3	como
27	27	0.0031073996797204018	751	5	8	male	AQ	2	mejor
28	28	0.0031029190868139267	4120	5	8	male	AQ	1	perfecto
0	0	0.021532123908400536	18	6	8	male	Fp	29	.
1	1	0.014984548091888428	293	6	8	male	CS	28	que
2	2	0.009350706823170185	295	6	8	male	DA	27	el
3	3	0.006969216745346785	353	6	8	male	DI	26	una
4	4	0.006885487120598555	302	6	8	male	DI	25	un
5	5	0.006266414187848568	3641	6	8	male	AQ	24	negro
6	6	0.005722119472920895	1014	6	8	male	PR	23	quien
7	7	0.005647283513098955	283	6	8	male	DA	22	la
8	8	0.00481946999207139	2336	6	8	male	AQ	21	libre
9	9	0.004802107345312834	3600	6	8	male	AQ	20	blanco
10	10	0.004430703818798065	9717	6	8	male	NC	19	poeta
11	11	0.004416622221469879	714	6	8	male	CS	18	cuando
12	12	0.004075406119227409	1298	6	8	male	PP	17	él
13	13	0.003349453443661332	572	6	8	male	Fs	16	...
14	14	0.0033042316790670156	2038	6	8	male	AQ	15	política
15	15	0.0032996530644595623	4075	6	8	male	PT	14	quién
16	16	0.002726340899243951	1064	6	8	male	NC	13	mujer
17	17	0.002575972815975547	367	6	8	male	CS	12	si
18	18	0.002567784395068884	835	6	8	male	AQ	11	…
19	19	0.0025414475239813328	5036	6	8	male	AQ	10	feliz
