[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	161	100.0	21349	100.0	1.6197688999014062	100.0
[TMP]	3	1.8633540372670807	1197	5.606819991568692	0.06440241191724104	3.9760247231047066
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	2	1.2422360248447204	42	0.19673052601995408	0.004441768862307072	0.27422238212978645
[QTY]	4	2.484472049689441	518	2.4263431542461005	0.0458440453004222	2.8302830918171527
[PER]	7	4.3478260869565215	483	2.262401049229472	0.02755878855487726	1.7014024998599948
[MIND]	8	4.968944099378882	850	3.9814511218324045	0.07113241735175949	4.391516429046715
[FEEL]	9	5.590062111801243	1338	6.267272471778537	0.10045386879620656	6.20174080403205
[BODY]	16	9.937888198757763	4882	22.867581619747998	0.22600536455993683	13.952938877496264
[BEHA]	59	36.64596273291925	8560	40.09555482692398	0.7651443754641242	47.237872977478325
[???]	53	32.91925465838509	3479	16.295845238652863	0.3147858590945318	19.43399821503503
