MIND,points

[MASC]	 	[FEM]	[model_name]
1873	>	1196	BSC-TeMU/roberta-base-bne
789	>	751	BSC-TeMU/roberta-large-bne
1651	>	1535	dccuchile/bert-base-spanish-wwm-uncased
1779	>	1284	dccuchile/bert-base-spanish-wwm-cased
1053	>	552	mrm8488/electricidad-base-generator
1132	<	1468	MMG/mlm-spanish-roberta-base
521	<	605	bertin-project/bertin-roberta-base-spanish
28	<	156	bert-base-multilingual-cased
850	>	668	bertin-project/bertin-base-random
1020	>	671	bertin-project/bertin-base-stepwise
521	<	605	bertin-project/bertin-base-gaussian
562	<	596	bertin-project/bertin-base-random-exp-512seqlen
1169	>	703	bertin-project/bertin-base-stepwise-exp-512seqlen
102	<	187	bertin-project/bertin-base-gaussian-exp-512seqlen
54	<	170	amine/bert-base-5lang-cased
55	<	152	Geotrend/bert-base-es-cased
219	<	261	BSC-TeMU/RoBERTalex
95	<	195	Recognai/distilbert-base-es-multilingual-cased
821	>	205	flax-community/alberti-bert-base-multilingual-cased
105	<	208	Geotrend/distilbert-base-es-cased
