[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	106	100.0	23711	100.0	1.4658506813351344	100.0
[TMP]	4	3.7735849056603774	314	1.324279870102484	0.039191139775259794	2.6736106394932055
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	1	0.9433962264150944	48	0.2024376871494243	0.011417451004187265	0.7788959100382555
[QTY]	0	0.0	0	0.0	0	0.0
[PER]	4	3.7735849056603774	547	2.3069461431403147	0.04512154960168012	3.0781818486847685
[MIND]	2	1.8867924528301887	821	3.4625279406182785	0.026968209689797518	1.8397651297766686
[FEEL]	4	3.7735849056603774	1980	8.350554594913753	0.0574934225128713	3.922188204088074
[BODY]	14	13.20754716981132	4998	21.07882417443381	0.3104973339608274	21.182057484737697
[BEHA]	27	25.471698113207548	7009	29.560119775631563	0.4211836858963152	28.733055232657826
[???]	50	47.16981132075472	7994	33.71430981401038	0.5539778888941955	37.79224555052348
