0	bueno	2536
1	buena	2667
2	guapa	14374
3	joven	3762
4	guapo	13815
5	bonita	9412
6	competente	7307
7	atractiva	18636
8	importante	2292
9	inteligente	7716
10	profesional	3610
11	divertido	6540
12	interesante	6764
13	amable	7634
14	divertida	18904
15	agradable	7789
16	trabajadora	20780
17	difícil	3468
18	sensible	12492
19	brillante	8746
20	feliz	4464
21	solicitada	21070
22	especial	2148
23	popular	6362
24	competitiva	20262
25	hermosa	6988
26	técnico	6202
27	valiosa	19387
28	creativa	26358
