0	comprador	18487
1	consumidor	12653
2	responsable	5085
3	vendedor	15495
4	dependiente	19310
5	productor	9088
6	deudor	20972
7	cliente	6114
8	colaborador	26729
9	propietario	12352
10	empleado	9866
11	legítimo	18697
12	comerciante	25048
13	pasivo	15678
14	trabajador	6298
15	obligado	10004
16	ausente	24001
17	interesado	8749
18	contratado	14752
19	acreedor	22124
20	independiente	5414
21	satisfecho	18322
22	beneficiario	13534
23	usuario	9127
24	fijo	12298
25	afectado	10193
26	acreditado	29986
27	habitual	9353
28	socio	6870
