0	responsable	5085
1	profesora	15423
2	independiente	5414
3	voluntaria	14497
4	docente	13900
5	profesional	3610
6	imprescindible	19127
7	competente	7307
8	libre	3178
9	experta	28956
10	científica	9629
11	profesor	5533
12	indispensable	12313
13	obligatoria	12264
14	gratuita	13745
15	autónoma	16241
16	interesada	13497
17	normal	5131
18	obligada	16906
19	personal	2387
20	homosexual	24184
21	mujer	1729
22	lesbiana	28781
23	privada	7375
24	candidata	29313
25	soltera	21428
26	adulta	23058
27	cualificada	20402
28	estudiante	9949
