0	importante	2292
1	bueno	2536
2	independiente	5414
3	inteligente	7716
4	respetado	25533
5	responsable	5085
6	competente	7307
7	popular	6362
8	estricto	20062
9	útil	7413
10	profesional	3610
11	capaz	5561
12	sensible	12492
13	querido	6402
14	duro	5502
15	activo	7388
16	especial	2148
17	liberal	15290
18	modesto	28526
19	conservador	23679
20	feliz	4464
21	simpático	27376
22	guapo	13815
23	tímido	27374
24	serio	3084
25	amable	7634
26	crítico	12238
27	sabio	19227
28	atractivo	13587
