0	##²	5671
1	titular	7232
2	docente	16743
3	independiente	11367
4	profesor	3800
5	maestro	7983
6	periodista	10405
7	sacerdote	11976
8	297	8070
9	secretario	16430
10	oficial	2251
11	joven	7749
12	director	1625
13	rector	15891
14	religioso	10635
15	derecho	7801
16	entrenador	10756
17	superior	3196
18	mejor	4213
19	profesor	16050
20	arquitecto	13716
21	futbolista	8428
22	actor	2400
23	»	117
24	profesora	10517
25	candidato	8381
26	tenor	10153
27	jefe	9688
28	escolar	17415
