0	 maestro	7054
1	 profesional	2592
2	 humano	3561
3	 educador	42866
4	 niño	3367
5	 docente	8142
6	 peligroso	11889
7	 técnico	4192
8	 trabajador	8496
9	 hombre	1778
10	 estudiante	7356
11	 joven	2655
12	 profesor	4555
13	 músico	13705
14	 médico	4202
15	 director	2525
16	 malo	6933
17	 necesario	2227
18	 persona	1514
19	 responsable	3710
20	 ser	434
21	 crítico	10314
22	 problemático	45307
23	 adulto	12141
24	 adolescente	9647
25	 artista	5420
26	 talentoso	45832
27	 obrero	20916
28	 masculino	12931
