0	 amable	9026
1	 bueno	2562
2	 importante	1387
3	 agradable	6013
4	 cercano	7166
5	 grande	2619
6	 querido	6524
7	 cariñoso	36722
8	 especial	1260
9	 conocido	3751
10	 interesante	3808
11	 simpático	26708
12	 diferente	3690
13	 curioso	10334
14	 distinto	8528
15	 joven	2655
16	 humano	3561
17	 popular	2776
18	 cordial	23674
19	 raro	9955
20	 tranquilo	8405
21	 discreto	24230
22	 guapo	24248
23	 fuerte	2843
24	 apreciado	34147
25	 sensible	11679
26	 activo	7049
27	 familiar	2587
28	 atento	14867
