0	 profesor	4555
1	 aburrido	21651
2	 académico	9390
3	 crítico	10314
4	 escolar	6547
5	 difícil	2955
6	 alumno	8045
7	 problemático	45307
8	 necesario	2227
9	 infantil	5717
10	 perfecto	4120
11	 malo	6933
12	 adulto	12141
13	 estudiante	7356
14	 adecuado	5785
15	 imprescindible	8830
16	 correcto	6970
17	 divertido	8297
18	 alto	2521
19	 insuficiente	21069
20	 mejor	751
21	 no	359
22	 normal	3991
23	 peligroso	11889
24	 niño	3367
25	 problema	1938
26	 escritor	6866
27	 maestro	7054
28	 escuela	3940
