Visible_+,points

[MASC]	 	[FEM]	[model_name]
2651	<	3818	BSC-TeMU/roberta-base-bne
2259	<	3228	BSC-TeMU/roberta-large-bne
1832	<	3582	dccuchile/bert-base-spanish-wwm-uncased
2029	<	4687	dccuchile/bert-base-spanish-wwm-cased
1196	<	3557	mrm8488/electricidad-base-generator
1571	<	2965	MMG/mlm-spanish-roberta-base
3275	>	3236	bertin-project/bertin-roberta-base-spanish
2839	<	4131	bert-base-multilingual-cased
3690	<	4763	bertin-project/bertin-base-random
4393	<	4933	bertin-project/bertin-base-stepwise
3275	>	3236	bertin-project/bertin-base-gaussian
2081	<	3004	bertin-project/bertin-base-random-exp-512seqlen
2273	<	2854	bertin-project/bertin-base-stepwise-exp-512seqlen
1273	<	1760	bertin-project/bertin-base-gaussian-exp-512seqlen
3055	<	4496	amine/bert-base-5lang-cased
2963	<	4502	Geotrend/bert-base-es-cased
553	<	750	BSC-TeMU/RoBERTalex
3328	<	5057	Recognai/distilbert-base-es-multilingual-cased
3787	<	4182	flax-community/alberti-bert-base-multilingual-cased
3489	<	5210	Geotrend/distilbert-base-es-cased
