0	 madre	2629
1	 inocente	17396
2	 feliz	5013
3	 muerta	19030
4	 culpable	14152
5	 homosexual	24088
6	 familiar	4136
7	 responsable	3651
8	 humana	4742
9	 padre	2822
10	 joven	2546
11	 enferma	23526
12	 infiel	36384
13	 identificada	24401
14	 mujer	1051
15	 independiente	4599
16	 diferente	3527
17	 vulnerable	22051
18	 fundamental	3621
19	 hermosa	7673
20	 lesbiana	37500
21	 acusada	28951
22	 infantil	5542
23	 positiva	8165
24	 sospechosa	43523
25	 exitosa	13806
26	 importante	1335
27	 afortunada	43353
28	 embarazada	13346
