0	 preciosa	11008
1	 hermosa	7673
2	 encantadora	22752
3	 maravillosa	10743
4	 perfecta	5469
5	 amable	9276
6	 buena	1629
7	 genial	6626
8	 bonita	9135
9	 estupenda	16466
10	 pequeña	5063
11	 bella	10948
12	 excelente	3762
13	 divertida	10715
14	 guapa	16621
15	 inteligente	8185
16	 educada	37535
17	 feliz	5013
18	 diferente	3527
19	 sexy	13526
20	 nueva	1387
21	 chica	4441
22	 joven	2546
23	 inocente	17396
24	 curiosa	19042
25	 agradable	5871
26	 atractiva	13981
27	 delgada	21796
28	 increíble	10053
