0	 amable	9276
1	 profesional	2497
2	 importante	1335
3	 buena	1629
4	 agradable	5871
5	 bueno	2461
6	 servicial	29277
7	 recomendable	8203
8	 interesante	3686
9	 exigente	17981
10	 joven	2546
11	 gratificante	30087
12	 divertida	10715
13	 feliz	5013
14	 sencillo	4892
15	 personal	1664
16	 bonita	9135
17	 sencilla	5769
18	 positiva	8165
19	 grande	2541
20	 fácil	3154
21	 divertido	8174
22	 inteligente	8185
23	 especial	1271
24	 entretenida	24159
25	 completa	3978
26	 atractiva	13981
27	 útil	8739
28	 pequeña	5063
