0	 buena	1629
1	 amable	9276
2	 profesional	2497
3	 importante	1335
4	 feliz	5013
5	 joven	2546
6	 bueno	2461
7	 servicial	29277
8	 inteligente	8185
9	 agradable	5871
10	 divertida	10715
11	 bonita	9135
12	 grande	2541
13	 interesante	3686
14	 fuerte	2732
15	 positiva	8165
16	 exigente	17981
17	 sencilla	5769
18	 atractiva	13981
19	 guapa	16621
20	 linda	14711
21	 gratificante	30087
22	 recomendable	8203
23	 fácil	3154
24	 especial	1271
25	 creativa	13373
26	 sincera	12099
27	 hermosa	7673
28	 contenta	19152
