0	 buena	1629
1	 feliz	5013
2	 bonita	9135
3	 agradable	5871
4	 linda	14711
5	 amable	9276
6	 interesante	3686
7	 afortunada	43353
8	 querida	16115
9	 divertida	10715
10	 especial	1271
11	 rica	3298
12	 positiva	8165
13	 tierna	25128
14	 mala	4495
15	 conocida	5388
16	 hermosa	7673
17	 guapa	16621
18	 agradecida	30621
19	 sencilla	5769
20	 sincera	12099
21	 entretenida	24159
22	 contenta	19152
23	 atractiva	13981
24	 amiga	5932
25	 bueno	2461
26	 tranquila	10279
27	 diferente	3527
28	 identificada	24401
