0	 inocente	17396
1	 padre	2822
2	 culpable	14152
3	 herido	15533
4	 familiar	4136
5	 inseguro	46068
6	 humano	3376
7	 joven	2546
8	 adulto	11693
9	 homosexual	24088
10	 identificado	13063
11	 amable	9276
12	 bueno	2461
13	 peligroso	11540
14	 responsable	3651
15	 querido	6184
16	 feliz	5013
17	 desconocido	11672
18	 anciano	20877
19	 hijo	2821
20	 diferente	3527
21	 independiente	4599
22	 amigo	3659
23	 necesario	2209
24	 distinto	8254
25	 amado	17638
26	 incapaz	16284
27	 asesinado	15186
28	 sacerdote	12905
