0	 bueno	2461
1	 sencillo	4892
2	 amable	9276
3	 importante	1335
4	 servicial	29277
5	 profesional	2497
6	 divertido	8174
7	 duro	5228
8	 joven	2546
9	 grande	2541
10	 agradable	5871
11	 complicado	7480
12	 fuerte	2732
13	 inteligente	8185
14	 personal	1664
15	 interesante	3686
16	 creativo	12010
17	 fácil	3154
18	 exigente	17981
19	 serio	7347
20	 activo	6998
21	 bonito	7152
22	 recomendable	8203
23	 caro	10843
24	 difícil	4411
25	 exitoso	16403
26	 cómodo	11684
27	 eficiente	7415
28	 competitivo	15158
