0	 amable	9276
1	 bueno	2461
2	 importante	1335
3	 inteligente	8185
4	 servicial	29277
5	 cercano	7031
6	 activo	6998
7	 profesional	2497
8	 joven	2546
9	 nervioso	13494
10	 atento	15139
11	 fuerte	2732
12	 conservador	21672
13	 serio	7347
14	 competente	12727
15	 poderoso	11584
16	 sensible	12274
17	 sencillo	4892
18	 responsable	3651
19	 peligroso	11540
20	 orgulloso	18541
21	 familiar	4136
22	 tranquilo	8493
23	 grande	2541
24	 popular	3933
25	 humano	3376
26	 agresivo	22215
27	 personal	1664
28	 creativo	12010
