0	 responsable	3651
1	 independiente	4599
2	 competente	12727
3	 necesario	2209
4	 fundamental	3621
5	 indispensable	11571
6	 inocente	17396
7	 imprescindible	8516
8	 inseguro	46068
9	 culpable	14152
10	 inteligente	8185
11	 titular	5074
12	 amable	9276
13	 importante	1335
14	 legal	4847
15	 oportuno	16480
16	 propietario	8981
17	 humano	3376
18	 peligroso	11540
19	 superior	2874
20	 electo	4033
21	 activo	6998
22	 herido	15533
23	 bueno	2461
24	 prudente	27624
25	 ganador	8122
26	 presidente	1717
27	 incapaz	16284
28	 legítimo	32446
