0	 atractiva	13981
1	 buena	1629
2	 sencilla	5769
3	 barata	16903
4	 rentable	16454
5	 recomendable	8203
6	 profesional	2497
7	 importante	1335
8	 demandada	29068
9	 valiosa	19840
10	 interesante	3686
11	 conocida	5388
12	 costosa	38700
13	 amable	9276
14	 popular	3933
15	 apreciada	46741
16	 peligrosa	17097
17	 segura	3926
18	 ãºtil	9711
19	 bien	775
20	 mala	4495
21	 inteligente	8185
22	 bonita	9135
23	 competitiva	18427
24	 útil	8739
25	 eficiente	7415
26	 caro	10843
27	 responsable	3651
28	 seria	7487
