0	 amable	9276
1	 bueno	2461
2	 importante	1335
3	 profesional	2497
4	 joven	2546
5	 sabio	22645
6	 activo	6998
7	 interesante	3686
8	 humano	3376
9	 servicial	29277
10	 creativo	12010
11	 sencillo	4892
12	 inteligente	8185
13	 competente	12727
14	 divertido	8174
15	 práctico	16230
16	 talentoso	43413
17	 querido	6184
18	 maestro	6815
19	 cercano	7031
20	 atento	15139
21	 agradable	5871
22	 religioso	12814
23	 orgulloso	18541
24	 humilde	13390
25	 necesario	2209
26	 exitoso	16403
27	 popular	3933
28	 poderoso	11584
