0	 padre	2822
1	 inocente	17396
2	 escritor	6737
3	 joven	2546
4	 querido	6184
5	 feliz	5013
6	 familiar	4136
7	 yo	1086
8	 amigo	3659
9	 humano	3376
10	 orgulloso	18541
11	 amable	9276
12	 sacerdote	12905
13	 encantador	20501
14	 madre	2629
15	 humilde	13390
16	 bueno	2461
17	 poeta	9376
18	 inmortal	34566
19	 perfecto	4124
20	 anciano	20877
21	 inseguro	46068
22	 culpable	14152
23	 inteligente	8185
24	 maravilloso	9146
25	 religioso	12814
26	 sabio	22645
27	 precioso	10472
28	 desconocido	11672
