0	 barata	16903
1	 importante	1335
2	 conocida	5388
3	 popular	3933
4	 antigua	6216
5	 atractiva	13981
6	 utilizada	10375
7	 famosa	8676
8	 usada	15733
9	 grande	2541
10	 moderna	7863
11	 recomendable	8203
12	 rentable	16454
13	 común	4703
14	 completa	3978
15	 costosa	38700
16	 cercana	8998
17	 segura	3926
18	 valiosa	19840
19	 valorada	33429
20	 sencilla	5769
21	 demandada	29068
22	 interesante	3686
23	 joven	2546
24	 reciente	5375
25	 pequeña	5063
26	 poderosa	13610
27	 frecuente	10225
28	 adecuada	4915
