0	 buena	1629
1	 bueno	2461
2	 recomendable	8203
3	 importante	1335
4	 profesional	2497
5	 sencillo	4892
6	 interesante	3686
7	 fácil	3154
8	 rentable	16454
9	 amable	9276
10	 sencilla	5769
11	 agradable	5871
12	 grande	2541
13	 exigente	17981
14	 atractiva	13981
15	 caro	10843
16	 servicial	29277
17	 bonita	9135
18	 facil	15835
19	 útil	8739
20	 joven	2546
21	 simple	2187
22	 eficiente	7415
23	 personal	1664
24	 gratificante	30087
25	 divertida	10715
26	 inteligente	8185
27	 original	3323
28	 util	33753
