0	 suya	11765
1	 abogada	24054
2	 correcta	6799
3	 sincera	12099
4	 elegida	16206
5	 inocente	17396
6	 nueva	1387
7	 aceptada	24287
8	 equivocada	30201
9	 detenida	28370
10	 identificada	24401
11	 sorprendida	35897
12	 tuya	17580
13	 enfermera	22976
14	 una	348
15	 otra	1155
16	 amable	9276
17	 competente	12727
18	 muerta	19030
19	 buena	1629
20	 feliz	5013
21	 optimista	22389
22	 violada	47931
23	 ella	1370
24	 falsa	13482
25	 experta	18938
26	 maestra	12846
27	 independiente	4599
28	 exitosa	13806
