0	 bueno	2461
1	 sencillo	4892
2	 amable	9276
3	 caro	10843
4	 profesional	2497
5	 importante	1335
6	 barato	9560
7	 servicial	29277
8	 recomendable	8203
9	 agradable	5871
10	 fácil	3154
11	 seguro	2550
12	 interesante	3686
13	 divertido	8174
14	 bonito	7152
15	 costoso	27369
16	 rentable	16454
17	 competitivo	15158
18	 grande	2541
19	 personal	1664
20	 complicado	7480
21	 cómodo	11684
22	 exigente	17981
23	 simple	2187
24	 eficiente	7415
25	 efectivo	6704
26	 inteligente	8185
27	 cercano	7031
28	 activo	6998
