0	 bueno	2461
1	 amable	9276
2	 importante	1335
3	 sencillo	4892
4	 joven	2546
5	 profesional	2497
6	 servicial	29277
7	 divertido	8174
8	 agradable	5871
9	 feliz	5013
10	 grande	2541
11	 duro	5228
12	 bonito	7152
13	 recomendable	8203
14	 inteligente	8185
15	 exigente	17981
16	 personal	1664
17	 activo	6998
18	 familiar	4136
19	 complicado	7480
20	 fuerte	2732
21	 interesante	3686
22	 creativo	12010
23	 exitoso	16403
24	 fácil	3154
25	 guapo	24114
26	 rico	6215
27	 difícil	4411
28	 gratificante	30087
