0	 inocente	17396
1	 amable	9276
2	 culpable	14152
3	 vulnerable	22051
4	 identificada	24401
5	 encantadora	22752
6	 joven	2546
7	 familiar	4136
8	 afectada	13369
9	 muerta	19030
10	 independiente	4599
11	 feliz	5013
12	 segura	3926
13	 abogada	24054
14	 hermosa	7673
15	 afortunada	43353
16	 sospechosa	43523
17	 peligrosa	17097
18	 responsable	3651
19	 maravillosa	10743
20	 madre	2629
21	 obligada	16030
22	 lesbiana	37500
23	 suya	11765
24	 enferma	23526
25	 inteligente	8185
26	 educada	37535
27	 cercana	8998
28	 tranquila	10279
