0	 importante	1335
1	 cercano	7031
2	 sabio	22645
3	 joven	2546
4	 destacado	8576
5	 poderoso	11584
6	 popular	3933
7	 conocido	3545
8	 adecuado	5598
9	 grande	2541
10	 querido	6184
11	 pequeño	4316
12	 amable	9276
13	 práctico	16230
14	 famoso	6891
15	 fuerte	2732
16	 completo	3236
17	 apropiado	15391
18	 crítico	15185
19	 influyente	33151
20	 humano	3376
21	 profesional	2497
22	 común	4703
23	 antiguo	5641
24	 exigente	17981
25	 talentoso	43413
26	 capacitado	25380
27	 inteligente	8185
28	 buscado	15987
