0	 buena	1629
1	 feliz	5013
2	 amable	9276
3	 positiva	8165
4	 bonita	9135
5	 afortunada	43353
6	 mala	4495
7	 agradecida	30621
8	 profesional	2497
9	 sincera	12099
10	 linda	14711
11	 divertida	10715
12	 querida	16115
13	 agradable	5871
14	 interesante	3686
15	 sencilla	5769
16	 rica	3298
17	 especial	1271
18	 educada	37535
19	 importante	1335
20	 guapa	16621
21	 conocida	5388
22	 entretenida	24159
23	 activa	6734
24	 contenta	19152
25	 atractiva	13981
26	 tierna	25128
27	 bueno	2461
28	 hermosa	7673
