0	 amable	9276
1	 profesional	2497
2	 importante	1335
3	 buena	1629
4	 atractiva	13981
5	 agradable	5871
6	 positiva	8165
7	 joven	2546
8	 interesante	3686
9	 servicial	29277
10	 sencilla	5769
11	 cordial	25993
12	 educada	37535
13	 afortunada	43353
14	 trabajadora	16892
15	 divertida	10715
16	 feliz	5013
17	 bonita	9135
18	 responsable	3651
19	 competente	12727
20	 familiar	4136
21	 recomendable	8203
22	 inteligente	8185
23	 discreta	28993
24	 docente	7855
25	 apasionada	29520
26	 cercana	8998
27	 gratificante	30087
28	 paciente	5204
