0	 dra	7622
1	 abogada	24054
2	 profesora	11914
3	 doctora	16300
4	 enfermera	22976
5	 psicóloga	46119
6	 excelente	3762
7	 investigadora	20536
8	 dr	6108
9	 experta	18938
10	 periodista	6328
11	 escritora	16358
12	 licenciada	35565
13	 gratuita	5991
14	 docente	7855
15	 lic	8930
16	 autodidacta	46293
17	 competente	12727
18	 responsable	3651
19	 prof	6709
20	 ud	26216
21	 amable	9276
22	 universitaria	12377
23	 sra	26231
24	 maestra	12846
25	 sincera	12099
26	 paciente	5204
27	 científica	12978
28	 estudiante	7111
