0	 amable	9276
1	 joven	2546
2	 buena	1629
3	 atractiva	13981
4	 feliz	5013
5	 hermosa	7673
6	 bonita	9135
7	 inteligente	8185
8	 guapa	16621
9	 familiar	4136
10	 agradable	5871
11	 rara	11666
12	 linda	14711
13	 identificada	24401
14	 sensible	12274
15	 cercana	8998
16	 pequeña	5063
17	 importante	1335
18	 cariñosa	41758
19	 curiosa	19042
20	 educada	37535
21	 afortunada	43353
22	 bella	10948
23	 servicial	29277
24	 tierna	25128
25	 especial	1271
26	 sencilla	5769
27	 orgullosa	24689
28	 discreta	28993
