0	 fácil	2014
1	 agradable	6013
2	 difícil	2955
3	 bien	763
4	 bueno	2562
5	 contento	13521
6	 buena	1692
7	 interesante	3808
8	 complicado	7790
9	 amable	9026
10	 sencillo	4954
11	 bonito	7110
12	 rápido	3975
13	 tarde	2228
14	 bonita	9023
15	 feliz	5036
16	 raro	9955
17	 pronto	3914
18	 tranquilo	8405
19	 divertido	8297
20	 gratificante	31041
21	 importante	1387
22	 profesional	2592
23	 lento	11237
24	 satisfactorio	31195
25	 extraño	8434
26	 cómodo	7542
27	 dificil	16189
28	 emocionante	15982
