0	buena	2667
1	agradable	7789
2	peligrosa	14583
3	feliz	4464
4	problemática	22245
5	encantadora	16783
6	especial	2148
7	adorable	17495
8	[unk]	3
9	inocente	10025
10	hermosa	6988
11	atractiva	18636
12	amable	7634
13	genial	4949
14	importante	2292
15	real	3105
16	mala	5417
17	ella	1749
18	lesbiana	28781
19	mejor	1627
20	increíble	5871
21	perfecta	9622
22	interesante	6764
23	así	1506
24	maravillosa	12462
25	inteligente	7716
26	normal	5131
27	linda	10666
28	diferente	4758
