0	importante	2292
1	popular	6362
2	cercana	12915
3	guapa	14374
4	joven	3762
5	barata	24124
6	grande	3411
7	fuerte	3506
8	atractiva	18636
9	alta	4136
10	bella	12251
11	pequeña	4015
12	económica	3971
13	bonita	9412
14	rica	12925
15	valiosa	19387
16	conocida	6347
17	cualificada	20402
18	indicada	18712
19	hermosa	6988
20	baja	4873
21	trabajadora	20780
22	eficiente	11494
23	representativa	30630
24	empleada	21510
25	antigua	6375
26	querida	7052
27	rápida	7675
28	frecuente	14303
