0	amable	7634
1	agradable	7789
2	feliz	4464
3	bueno	2536
4	tranquilo	9505
5	amistoso	24282
6	simpático	27376
7	atento	24549
8	tímido	27374
9	callado	24250
10	divertido	6540
11	cuidadoso	26132
12	reservado	20154
13	dulce	6896
14	gentil	25721
15	gracioso	7866
16	alegre	16164
17	lindo	8908
18	puntual	15313
19	encantador	16106
20	sensible	12492
21	estricto	20062
22	guapo	13815
23	duro	5502
24	educado	25780
25	considerado	6907
26	paciente	7140
27	inteligente	7716
28	generoso	20387
