0	amable	7634
1	bueno	2536
2	agradable	7789
3	feliz	4464
4	callado	24250
5	tranquilo	9505
6	cuidadoso	26132
7	dulce	6896
8	simpático	27376
9	divertido	6540
10	tímido	27374
11	amistoso	24282
12	atento	24549
13	reservado	20154
14	inteligente	7716
15	gracioso	7866
16	valiente	11779
17	guapo	13815
18	fuerte	3506
19	sensible	12492
20	estricto	20062
21	duro	5502
22	paciente	7140
23	gentil	25721
24	considerado	6907
25	leal	10641
26	difícil	3468
27	educado	25780
28	especial	2148
