0	competente	7307
1	buena	2667
2	valiosa	19387
3	especial	2148
4	atractiva	18636
5	importante	2292
6	motivada	27596
7	responsable	5085
8	guapa	14374
9	joven	3762
10	afortunada	29271
11	trabajadora	20780
12	interesante	6764
13	madura	27971
14	útil	7413
15	cualificada	20402
16	creativa	26358
17	solicitada	21070
18	oportuna	18923
19	interesada	13497
20	profesional	3610
21	inteligente	7716
22	querida	7052
23	capaz	5561
24	superior	3471
25	afectada	14920
26	sensible	12492
27	adecuada	7161
28	brillante	8746
