0	guapa	14374
1	buena	2667
2	importante	2292
3	atractiva	18636
4	afortunada	29271
5	inteligente	7716
6	feliz	4464
7	capaz	5561
8	profesional	3610
9	independiente	5414
10	competente	7307
11	lista	3179
12	especial	2148
13	popular	6362
14	hermosa	6988
15	bella	12251
16	paciente	7140
17	trabajadora	20780
18	responsable	5085
19	amable	7634
20	sensible	12492
21	religiosa	11486
22	liberal	15290
23	estricta	20693
24	valiente	11779
25	bonita	9412
26	agradable	7789
27	tranquila	13248
28	fuerte	3506
