agradable	19
agradecido	5
alto	62
amable	27
blanco	11
bonito	20
buena	9
bueno	53
capaz	14
caro	16
cercano	11
ciego	17
claro	8
difícil	28
divertido	39
duro	13
débil	10
emocionante	6
español	20
especial	16
esperado	7
este	7
feliz	64
femenino	13
fuerte	56
fácil	45
grande	57
honesto	25
humano	66
importante	23
imposible	3
indiferente	14
infantil	8
insoportable	4
inteligente	22
interesante	17
joven	60
libre	19
lindo	1
loco	3
maduro	13
malo	10
masculino	9
moderno	6
muerto	2
peligroso	13
pequeño	16
perfecto	30
pobre	12
popular	8
posible	18
positivo	2
real	25
reciente	21
rico	23
rápido	3
sencillo	2
sordo	13
sostenible	5
temprano	4
viejo	24
útil	11
2021-09-12 10:14
