abuelo	23
actor	8
adecuado	20
adulto	52
agradable	20
agradecido	15
amable	28
amado	22
amigo	35
anciano	3
apropiado	11
artista	6
bien	3
bonito	5
buena	14
bueno	63
capaz	26
carpintero	8
católico	2
cercano	22
chica	12
chico	22
cierto	2
complicado	6
conocido	30
consciente	16
correcto	4
creyente	13
cristiano	18
culpable	31
desconocido	4
diferente	4
difÃcil	2
difícil	13
divertido	21
divino	21
débil	10
emocionante	11
encantador	24
entretenido	12
esclavo	16
escritor	20
especial	16
este	9
familiar	9
famoso	13
feliz	84
femenino	11
fuerte	15
fundamental	15
fácil	8
grande	16
gratificante	22
guapo	10
hermano	19
hijo	17
hombre	63
homosexual	5
honesto	17
humano	79
humilde	1
identificado	10
importante	44
imprescindible	10
independiente	19
individuo	7
inocente	29
inseguro	11
inteligente	31
interesante	25
invisible	3
joven	84
loco	16
madre	37
malo	27
maravilloso	10
mejor	1
mujer	46
necesario	25
niño	7
nuevo	13
orgulloso	9
original	8
otro	10
padre	61
peligroso	19
pequeño	23
perfecto	21
persona	20
personal	10
poderoso	31
popular	18
posible	7
precioso	16
presidente	3
profesional	17
protagonista	21
querido	51
responsable	23
sabio	23
sacerdote	7
santo	18
sencillo	4
sensato	12
sensible	3
sincero	1
suyo	15
valiente	9
verdadero	2
viejo	11
vivo	4
útil	9
