adecuado	17
agradable	21
alemán	33
alto	5
amable	24
antiguo	15
apropiado	10
auténtico	1
bello	7
blanco	32
bueno	62
cercano	13
cierto	6
clásico	1
común	19
conocido	16
correcto	11
diferente	14
difícil	23
distinto	13
divertido	2
divino	9
duro	17
español	41
este	12
extraño	15
falso	9
famoso	22
feliz	18
femenino	51
francés	57
fuerte	20
fácil	4
físico	3
grande	25
homosexual	6
humano	47
importante	35
indicado	9
inglés	67
inteligente	4
interesante	7
irregular	11
italiano	60
japonés	5
joven	43
malo	18
masculino	45
mayor	12
mejor	5
menor	6
mexicano	4
militar	8
mixto	3
mortal	4
muerto	2
médico	1
negativo	12
negro	30
normal	15
pequeño	23
perfecto	22
plural	7
poderoso	6
polaco	20
popular	19
portugués	9
próximo	11
querido	9
raro	12
real	25
ruso	18
rápido	18
soltero	12
sueco	5
suizo	14
tímido	19
viejo	22
útil	20
2021-09-12 10:14
