abogado	24
aceptable	1
actor	13
adecuado	20
adolescente	19
adulto	24
agradable	12
alcohólico	20
alegre	2
alemán	21
alguien	6
alto	13
amable	25
antiguo	19
arquitecto	10
atento	17
bueno	42
callado	11
católico	12
cercano	21
chico	20
cierto	8
compatible	3
común	17
confiable	21
conocido	30
correcto	34
cuidadoso	4
definitivo	20
dentista	18
destacado	4
diferente	7
divertido	6
dulce	7
duro	5
débil	3
escritor	4
esencial	20
estable	16
estadounidense	3
estricto	18
estudiante	14
exacto	8
famoso	23
feliz	42
fiable	10
fiel	13
fotógrafo	11
francés	19
fuerte	46
funcional	14
fundamental	11
físico	10
genérico	6
grande	22
hembra	11
hijo	8
hombre	46
homosexual	16
honesto	21
humano	41
importante	49
imprescindible	7
incorrecto	10
independiente	38
indicado	12
indispensable	9
ingeniero	16
inglés	22
inmortal	9
inteligente	25
italiano	8
japonés	9
joven	31
judío	15
largo	2
leal	9
libre	41
moderno	3
mucho	15
mujer	35
médico	23
músico	7
nada	19
natural	21
necesaria	2
necesario	38
negro	2
ninguno	13
niña	6
niño	21
normal	38
nueva	6
nuevo	26
optimista	16
paciente	15
padre	9
perfecto	20
periodista	2
persona	15
pintor	17
poderoso	5
polaco	14
popular	15
posible	23
preciso	1
probable	22
profesional	10
profesor	3
puntual	1
real	3
reciente	14
recto	16
relevante	12
reservado	22
responsable	18
rico	6
ruso	5
seguro	14
sensible	8
serio	21
simpático	19
sinónimo	13
soltero	4
sordo	1
suficiente	24
tranquilo	20
tímido	14
varón	17
viable	18
viejo	10
violento	8
válido	22
