David	3
Dios	9
Fernando	1
Jose	4
José	10
Juan	14
Pablo	8
Pedro	7
adecuado	20
agradable	14
allá	17
amigo	13
apropiado	15
atractivo	7
bonito	35
buen	5
bueno	29
buscado	1
capaz	3
como	61
curioso	17
demasiado	7
deportista	3
diferente	13
difícil	18
divertido	25
dulce	4
duro	10
débil	19
entretenido	2
especial	11
feliz	32
fuerte	26
fácil	16
gracioso	1
grande	26
guapo	37
hombre	63
humano	45
importante	35
indicado	5
inteligente	11
interesante	24
joven	15
llamado	9
mejor	8
mujer	21
nuestro	16
otro	12
padre	5
parecido	13
peligroso	6
pequeño	4
persona	38
positivo	10
quien	20
quién	12
realmente	8
rápido	11
útil	12
