[CAT]	Count	PRC_Count	Points	PRC_points
[COLOR]	2	3.7037037037037037	38	4.413472706155633
[DISCAPACIDAD]	0	0.0	0	0.0
[EDAD]	2	3.7037037037037037	28	3.252032520325203
[EXTERIOR]	12	22.22222222222222	237	27.526132404181183
[FISICO]	5	9.25925925925926	92	10.685249709639953
[INTERIOR]	6	11.11111111111111	71	8.246225319396052
[ITEM]	1	1.8518518518518519	16	1.8583042973286876
[LUGAR]	6	11.11111111111111	46	5.342624854819976
[NSNC]	7	12.962962962962964	91	10.56910569105691
[PERSONALIDAD]	13	24.074074074074073	242	28.106852497096398
[RELIGION]	0	0.0	0	0.0
[_TOTAL]	54	100.0	861	100.0
