activa	7
adecuada	5
agradable	17
alegre	1
alta	12
amable	20
apasionada	16
atractiva	24
bella	24
bonita	40
buena	63
cantante	20
capaz	3
catalana	22
cierta	7
cierto	3
culpable	16
diferente	23
divertida	26
elegante	14
española	7
especial	19
espectacular	11
espontánea	18
familiar	11
famosa	8
feliz	93
fuerte	21
ganadora	13
generosa	6
genial	26
grande	40
guapa	93
hermosa	44
importante	32
independiente	13
inocente	35
inteligente	14
interesante	26
invisible	2
joven	15
liberal	13
libre	24
mala	19
mayor	1
mona	4
normal	33
nueva	9
optimista	8
orgullosa	20
original	12
pequeña	33
poderosa	6
popular	11
positiva	18
profesional	15
propietaria	4
real	23
responsable	17
romántica	9
rápida	2
satisfecha	21
segura	26
sexy	25
simpática	24
sincera	20
tonta	2
tímida	8
votada	9
única	8
2021-09-08 09:53
