abuelo	23
aburrido	1
actor	8
adecuado	41
adulto	52
agradable	20
agradecido	15
amable	21
amado	22
amigo	35
anciano	3
antiguo	21
apropiado	11
artista	6
barato	19
bien	3
bonito	5
buena	14
bueno	39
capaz	8
caro	15
carpintero	8
cercano	24
chica	12
chico	22
cierto	17
como	4
complejo	10
completo	1
complicado	8
común	16
conocido	22
conveniente	20
correcto	35
cristiano	18
desconocido	4
diferente	25
difÃcil	2
difícil	7
distinto	17
divertido	31
divino	21
efectivo	13
emocionante	11
encantador	24
entretenido	12
esclavo	16
escritor	20
especial	16
este	9
familiar	9
famoso	10
feliz	38
femenino	11
fuerte	8
fundamental	15
grande	20
gratificante	22
guapo	10
hermano	19
hijo	17
hombre	48
homosexual	5
humano	54
humilde	1
importante	43
imposible	7
imprescindible	22
indispensable	24
individuo	7
insuficiente	16
interesante	55
joven	40
legal	21
loco	16
madre	37
maravilloso	10
mejor	27
mujer	46
necesario	36
negativo	5
niño	7
nuevo	8
nulo	17
obligatorio	14
oportuno	23
original	8
otro	15
padre	61
peligroso	9
pequeño	31
perfecto	25
persona	20
personal	10
poderoso	6
popular	18
positivo	22
precioso	16
probable	4
profesional	17
protagonista	21
práctico	7
querido	13
reciente	9
recomendable	5
responsable	9
sacerdote	7
santo	18
seguro	14
sencillo	4
suyo	15
tuyo	13
utilizado	13
verdadero	2
viejo	11
vivo	4
útil	9
