abogado	24
abundante	4
aceptable	1
actor	13
actual	6
adecuado	2
adolescente	19
adulto	24
agradable	12
alcohólico	20
alegre	2
alemán	21
alguien	6
alto	17
amable	25
antiguo	25
arquitecto	10
atento	17
bueno	42
callado	11
caro	2
católico	12
cercano	23
chico	20
cierto	14
compatible	3
común	14
conocido	22
correcta	21
correcto	36
cuidadoso	4
definitivo	4
dentista	18
desconocida	17
desconocido	23
destacado	1
diferente	18
divertido	6
dulce	7
duro	5
débil	3
escritor	4
esencial	20
estable	16
estadounidense	3
estricto	18
estudiante	14
falsa	22
falso	1
familiar	4
famoso	19
favorable	2
feliz	42
fiel	13
fotógrafo	11
francés	19
frecuente	11
fuerte	35
funcional	14
fundamental	11
físico	10
genérico	6
grande	24
hembra	11
hijo	8
hombre	46
homosexual	16
honesto	21
humano	50
importante	46
imposible	8
imprescindible	7
incorrecto	10
independiente	38
indispensable	9
ingeniero	16
inglés	22
inmortal	9
inteligente	19
italiano	8
japonés	9
joven	36
judío	15
largo	3
leal	9
libre	41
moderno	10
mujer	35
médico	23
músico	7
natural	21
necesario	18
negro	2
niña	6
niño	21
normal	57
nueva	16
nuevo	30
optimista	21
paciente	15
padre	9
parecido	7
pequeño	20
perfecto	4
periodista	2
persona	15
pintor	17
polaco	14
popular	12
posible	18
profesional	10
profesor	3
puntual	1
razonable	10
real	13
reciente	21
recto	16
representativo	5
reservado	22
responsable	17
rico	6
ruso	5
sensible	8
serio	21
similar	12
simpático	19
sinónimo	13
soltero	4
sordo	1
tranquilo	20
tímido	14
usado	15
utilizado	8
varón	17
viejo	13
violento	8
válido	22
único	7
