Amor	20
Chino	12
Cristo	9
Dios	24
Hombre	16
Humano	26
Justo	13
Loco	1
Mujer	2
Negro	7
Niño	11
Superman	4
adolescente	34
adulto	24
agradable	19
agradecido	5
ahora	6
allá	22
alto	64
amable	12
amigo	17
amor	57
anciano	11
bajo	10
bebé	1
bien	8
blanco	8
bonito	20
buena	9
bueno	33
caro	19
casado	11
chica	16
chico	31
chicos	23
chulo	4
ciego	5
delgado	18
desnudo	7
difícil	27
diversión	4
divertido	56
dulce	16
duro	13
débil	13
emocionante	6
entretenido	7
español	20
especial	16
este	7
feliz	56
femenino	13
fuerte	80
fácil	21
grande	58
gratificante	10
hermoso	5
hijo	22
hombre	58
homosexual	4
humano	74
idiota	19
importante	14
imposible	3
indiferente	14
infantil	8
inocente	14
insoportable	4
inteligente	22
interesante	17
joven	61
judío	6
juego	10
largo	9
lejos	11
lento	8
libre	37
lindo	1
loco	3
maduro	2
malo	10
masculino	9
millonario	7
moderno	6
muerto	2
mujer	45
negro	6
niño	57
niños	11
padre	15
pareja	12
pequeño	31
perfecto	14
perro	7
persona	13
pobre	12
popular	12
posible	18
positivo	2
real	47
realista	7
reciente	2
rico	11
rápido	17
salvaje	16
sencillo	2
sexo	28
sordo	13
sostenible	5
tarde	1
tierno	3
todo	5
vendido	14
viejo	28
vulnerable	22
útil	11
