0	...	527
1	.	68
2	 [...]	2570
3	 [..]	34091
4	..	420
5	:	80
6	 (...)	11134
7	,	66
8	....	1430
9	!	55
10	......	8813
11	.....	7877
12	...]]>	27631
13	,...	5007
14	[...]	20156
15	..."	11929
16	;	81
17	!!	1244
18	".	677
19	:.	35598
20	?	85
21	!!!	3814
22	.........	30932
23	 [+]	9214
24	."	5524
25	 "...	24634
26	 [	1188
27	:)	9011
28	........	4668
29	.......	20022
30	».	3021
31	 "	442
32	 >	3376
33	 [...	35627
34	..........	41385
35	!.	13420
36	...,	12693
37	"	56
38	;)	13640
39	!!!!	5615
40	&	60
41	 +	2821
42	,.	20134
43	...)	6338
44	 €.	22690
45	]	115
46	 -	632
47	'	61
48	...!	36816
49	 *	2900
