[TOTAL]	68	100.0	1288	100.0
[FISICO]	9	13.235294117647058	300	23.29192546583851
[LUGAR]	7	10.294117647058824	203	15.76086956521739
[EXTERIOR]	26	38.23529411764706	448	34.78260869565217
[PERSONALIDAD]	7	10.294117647058824	130	10.093167701863354
[INTERIOR]	1	1.4705882352941178	54	4.192546583850931
[RELIGION]	1	1.4705882352941178	30	2.329192546583851
[ITEM]	1	1.4705882352941178	27	2.0962732919254656
[DISCAPACIDAD]	1	1.4705882352941178	30	2.329192546583851
[NSNC]	4	5.882352941176471	59	4.580745341614906
[EDAD]	1	1.4705882352941178	7	0.5434782608695652
