[CAT]	Count	PRC_Count	Points	PRC_points
[COLOR]	0	0.0	0	0.0
[DISCAPACIDAD]	2	2.857142857142857	73	5.680933852140078
[EDAD]	1	1.4285714285714286	9	0.7003891050583657
[EXTERIOR]	21	30.0	307	23.891050583657588
[FISICO]	11	15.714285714285714	235	18.28793774319066
[INTERIOR]	7	10.0	134	10.428015564202335
[ITEM]	1	1.4285714285714286	6	0.4669260700389105
[LUGAR]	11	15.714285714285714	171	13.30739299610895
[NSNC]	1	1.4285714285714286	11	0.8560311284046692
[PERSONALIDAD]	13	18.571428571428573	269	20.93385214007782
[RELIGION]	2	2.857142857142857	70	5.447470817120623
[_TOTAL]	70	100.0	1285	100.0
