Dios	11
abogado	8
abuelo	19
adolescente	8
adulto	19
agradable	21
alemán	29
alguien	25
alto	10
amable	24
animal	1
antiguo	24
azul	1
bello	6
blanco	48
bueno	28
casado	3
cercano	9
chico	21
clásico	1
como	20
común	23
confuso	13
conocido	29
correcto	3
cuidadoso	6
desconocido	10
destacado	14
diferente	35
dificil	1
difícil	23
distinto	13
divertido	2
divino	9
duro	17
esclavo	13
español	35
este	12
estricto	10
estudiante	10
extraño	15
falso	20
famoso	27
feliz	18
femenino	62
francés	63
fuerte	17
fácil	4
físico	3
grande	25
griego	38
hebreo	2
hembra	14
hijo	9
hombre	40
hombres	7
homosexual	6
humano	40
húngaro	10
importante	34
incorrecto	22
informal	15
inglés	69
inteligente	3
interesante	7
irregular	11
italiano	55
joven	42
judío	17
jugador	4
latino	13
latín	14
masculino	54
mayor	12
mejor	5
menor	6
mexicano	4
militar	8
mixto	3
mortal	4
muerto	2
mujer	24
médico	1
negativo	12
negro	40
nieto	13
niño	23
normal	6
otro	13
pequeño	25
perro	13
persona	16
pila	3
plural	7
poderoso	15
polaco	20
popular	22
portugués	9
próximo	2
querido	9
rapido	12
raro	12
real	24
reciente	5
reservado	5
respetado	1
rojo	12
ruso	18
rápido	16
soltero	12
sueco	5
suizo	14
sustantivo	15
tradicional	11
tímido	19
usado	8
varón	41
veloz	4
verbo	5
viejo	18
útil	20
