[TOTAL]	70	100.0	1285	100.0
[DISCAPACIDAD]	1	1.4285714285714286	73	5.680933852140078
[INTERIOR]	6	8.571428571428571	134	10.428015564202335
[FISICO]	10	14.285714285714286	235	18.28793774319066
[EXTERIOR]	20	28.571428571428573	307	23.891050583657588
[PERSONALIDAD]	12	17.142857142857142	269	20.93385214007782
[RELIGION]	1	1.4285714285714286	70	5.447470817120623
[LUGAR]	10	14.285714285714286	171	13.30739299610895
[NSNC]	0	0.0	11	0.8560311284046692
[EDAD]	0	0.0	9	0.7003891050583657
[ITEM]	0	0.0	6	0.4669260700389105
