[CAT]	Count	PRC_Count	Points	PRC_points
[COLOR]	0	0.0	0	0.0
[DISCAPACIDAD]	0	0.0	0	0.0
[EDAD]	1	1.4285714285714286	1	0.07496251874062969
[EXTERIOR]	25	35.714285714285715	365	27.361319340329835
[FISICO]	12	17.142857142857142	368	27.586206896551722
[INTERIOR]	6	8.571428571428571	179	13.418290854572714
[ITEM]	1	1.4285714285714286	9	0.6746626686656672
[LUGAR]	2	2.857142857142857	29	2.1739130434782608
[NSNC]	5	7.142857142857143	43	3.2233883058470765
[PERSONALIDAD]	18	25.714285714285715	340	25.487256371814095
[RELIGION]	0	0.0	0	0.0
[_TOTAL]	70	100.0	1334	100.0
