[CAT]	Count	PRC_Count	Points	PRC_points
[COLOR]	0	0.0	0	0.0
[DISCAPACIDAD]	2	2.9411764705882355	30	2.329192546583851
[EDAD]	2	2.9411764705882355	7	0.5434782608695652
[EXTERIOR]	27	39.705882352941174	448	34.78260869565217
[FISICO]	10	14.705882352941176	300	23.29192546583851
[INTERIOR]	2	2.9411764705882355	54	4.192546583850931
[ITEM]	2	2.9411764705882355	27	2.0962732919254656
[LUGAR]	8	11.764705882352942	203	15.76086956521739
[NSNC]	5	7.352941176470588	59	4.580745341614906
[PERSONALIDAD]	8	11.764705882352942	130	10.093167701863354
[RELIGION]	2	2.9411764705882355	30	2.329192546583851
[_TOTAL]	68	100.0	1288	100.0
